ride_id,ride_date,elapsed_time,distance,bike_weight,moving_time,max_speed,avg_speed,elevation_gain,elevation_loss,max_grade,avg_grade,avg_power,calories,perceived_exertion,perceived_relative_effort,simple_exertion
4567823595,1/4/2021 20:42,1724,7.54,10.16049957,1320,9.800000191,5.713106155,6.683333397,6.683330059,3.200000048,0,100.0796661,147.2977448,5,23,NORMAL
4587714515,1/8/2021 16:24,2546,11.53,10.16049957,2213,14.19999981,5.21025753,51.78701401,51.18700027,30.89999962,0.005203681,105.4558945,260.2121582,6,58,NORMAL
4638471665,1/17/2021 19:38,3689,12.12,15.8757,2929,10.89999962,4.138955116,47.11999893,47.11999893,20.20000076,0,95.29924011,311.2314758,7,93,HARD
4649177294,1/19/2021 21:10,5888,17.46,10.16049957,4522,10,3.863025188,75.45920563,75.459198,16.10000038,0,82.15891266,414.2476501,6,119,NORMAL
4659559424,1/21/2021 21:28,4885,9.62,10.16049957,3185,8.699999809,3.020973206,14.25829029,12.85830021,7.400000095,0.014550292,65.85643005,233.8741913,2,15,EASY
4664342824,1/22/2021 20:54,3913,16.39,10.16049957,3176,10.69999981,5.161083221,35.70840836,35.40840149,6.199999809,0.001830206,86.15606689,305.0994263,7,101,HARD
4697172498,1/28/2021 20:54,5150,19.96,10.16049957,4344,10.60000038,4.59541893,42.56404877,42.56399918,4.5,0,87.89070892,425.7038879,6,114,NORMAL
4702002534,1/29/2021 21:22,4543,18.05,10.16049957,3441,10.89999962,5.247108459,53.29180145,53.29180145,5,0,99.6111908,382.1797791,8,148,HARD
4713663927,1/31/2021 18:48,3059,7.02,15.8757,2484,10.39999962,2.827777863,14.3769846,14.67700005,22.60000038,-0.004270949,84.18671417,233.1685333,,,
4861374986,2/27/2021 19:07,4432,21.34,10.16049957,3882,13.10000038,5.497784615,88.10309601,88.10310364,21.39999962,0,94.08109283,407.2234497,7,124,HARD
4880365656,3/2/2021 22:48,2650,11.26,10.16049957,2305,13.89999962,4.886073589,53.02535629,52.52539825,44.09999847,0.004439551,98.87245178,254.1097412,6,60,NORMAL
4959281939,3/16/2021 22:04,6271,18.58,10.16049957,4019,10,4.625255108,74.0812149,73.08119965,21.60000038,0.005379554,93.2631073,417.9291992,,,
4975031593,3/19/2021 22:31,2708,8.84,10.16049957,2119,9.800000191,4.17437458,9.100000381,9.100000381,2.299999952,0,88.02407074,207.9732208,5,38,NORMAL
4987066590,3/21/2021 18:33,1212,5.48,10.16049957,1016,9.899999619,5.400393486,13.95375919,26.55380058,7.5,-0.229642048,93.66413879,106.1064377,,,
4993197209,3/22/2021 21:53,3110,15.09,10.16049957,2653,10.39999962,5.690953732,32.86238098,38.46239853,6.199999809,-0.03709076,114.8127747,339.6277466,6,70,NORMAL
5021533982,3/27/2021 14:43,18816,43.7,10.16049957,11645,17.29999924,3.752889633,129.9410248,149.141037,9.800000191,-0.043933515,100.1091766,1299.835083,,,
5022261676,3/27/2021 21:25,7670,37.01,10.16049957,6408,19.79999924,5.776295185,125.3411865,107.0411835,6.900000095,0.049440086,108.807312,777.4195557,8,275,HARD
5057015743,4/2/2021 16:17,5072,11.43,10.16049957,3383,9.300000191,3.379751682,26.43333244,25.93330002,11.19999981,0.004373038,84.49533081,318.7200623,7,108,HARD
5070122440,4/4/2021 15:34,15412,46.7,10.16049957,9459,12.5,4.93727684,198.0679321,197.6679993,43,0.0008565,96.48961639,1017.65509,6,249,NORMAL
5082384851,4/6/2021 21:25,12569,35.61,10.16049957,8076,26.29999924,4.410450935,174.1597137,125.8600006,10.80000019,0.135602549,192.5673523,1734.015747,2,38,EASY
5093418943,4/8/2021 21:31,5265,15.78,10.16049957,4174,9.5,3.782654524,45.65243912,45.85243988,16.70000076,-0.001266721,80.18539429,373.1836243,,,
5099134640,4/9/2021 23:22,6945,34.11,10.16049957,6301,13.60000038,5.414680004,134.3451233,134.3450012,18.20000076,0,96.57897186,678.5268555,6,166,NORMAL
5161949989,4/20/2021 14:38,11775,37.26,10.16049957,9088,16.29999924,4.100803375,62.13041687,62.13041687,30.60000038,0,76.93447113,779.5861816,6,239,NORMAL
5193031079,4/25/2021 18:42,7563,11.38,10.16049957,3553,10.10000038,3.204897165,13.22444439,13.22439957,4.699999809,0,78.9634552,312.8214111,,,
